ReactionID,Equation
PPLDc180,h2o_e + pc180_e --> chol_e + h_c + pa180_e
PPLDc181,h2o_e + pc181_e --> chol_e + h_c + pa181_e
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
GPDDA5,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c
TYRt2rpp,h_p + tyr_L_p <=> h_c + tyr_L_c
HISTP,h2o_c + hisp_c --> histd_c + pi_c
SUCD1,fad_c + succ_c <=> fadh2_c + fum_c
GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
ALDD4x,h2o_c + mmtsa_c + nad_c --> 2.0 h_c + mmal_c + nadh_c
GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser_L_c
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c
GPDDA1,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c
DM_2feooh,2feooh_c --> 2feooh_b
ALPATE160pp,alpp_p + pe160_p --> 2agpe160_p + lpp_p
FMETDFpept,fmet_pept_c + h2o_c --> for_c + h_c + met_L_yl_pept_c
GARFT,10fthf_c + gar_c <=> fgam_c + h_c + thf_c
3OAS80,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
H2Otex,h2o_e <=> h2o_p
PROT_cp_Rsl_S,Rsl_c + 91.0 atp_c + 91.0 h2o_c --> Rsl_p + 91.0 adp_c + 91.0 h_c + 91.0 pi_c
2AGPE161tipp,2agpe161_p --> 2agpe161_c
GLNGLYabcpp,atp_c + gln_L_gly_p + h2o_c --> adp_c + gln_L_gly_c + h_c + pi_c
LYStex,lys_L_e <=> lys_L_p
HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his_L_c + 2.0 nadh_c
EX_T3SS_E_RipH2_e_,RipH2_e <=> RipH2_b
OROTtex,orot_e <=> orot_p
ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c
SUCDi,q8_c + succ_c --> fum_c + q8h2_c
Seltex,sel_e <=> sel_p
ATPS4rpp,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
CITR_Ltex,citr_L_e <=> citr_L_p
PIt2rpp,h_p + pi_p <=> h_c + pi_c
T3SS_E_RipG1_S,RipG1_c + 661.0 atp_c + 661.0 h2o_c --> RipG1_e + 661.0 adp_c + 661.0 h_c + 661.0 pi_c
12GLUCANS2,12glucan_C13_c --> glucan_c + h2o_c
12GLUCANS1,13.0 adpglc_c --> 12glucan_C13_c + 13.0 adp_c + 13.0 h_c
12GLUCANS4,ac12glucan_C13_c --> acglucan_c + h2o_c
12GLUCANS3,accoa_c + 13.0 adpglc_c --> ac12glucan_C13_c + 13.0 adp_c + coa_c + 13.0 h_c
EX_L_dpchrm_e_,L_dpchrm_e <=> L_dpchrm_b
ALDD31,aacald_c + h2o_c + nad_c --> gly_c + 2.0 h_c + nadh_c
XANt2pp,h_p + xan_p <=> h_c + xan_c
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met_L_c + pppg9_c
ACGLUtex,acglu_e <=> acglu_p
PROT_pe_RSc0887_S,RSc0887_p + 3501.0 atp_c + 3501.0 h2o_c --> RSc0887_e + 3501.0 adp_c + 3501.0 h_c + 3501.0 pi_c
EX_asp_L_ala_L_e_,asp_L_ala_L_e <=> asp_L_ala_L_b
ID3ACALDtpp,id3acald_c <=> id3acald_p
EX_pc181_e_,pc181_e <=> pc181_b
T3SS_E_RipS4_S,RipS4_c + 2570.0 atp_c + 2570.0 h2o_c --> RipS4_e + 2570.0 adp_c + 2570.0 h_c + 2570.0 pi_c
PROT_RSp1071_BioS,101.0 alatrna_c + 22.0 argtrna_c + 39.0 asntrna_c + 54.0 asptrna_c + 2818.752 atp_c + 2.0 cystrna_c + 43.0 glntrna_c + 34.0 glutrna_c + 117.0 glytrna_c + 2818.752 h2o_c + 9.0 histrna_c + 33.0 iletrna_c + 62.0 leutrna_c + 58.0 lystrna_c + 13.0 mettrna_c + 21.0 phetrna_c + 19.0 protrna_c + 82.0 sertrna_c + 58.0 thrtrna_c + 9.0 trptrna_c + 11.0 tyrtrna_c + 61.0 valtrna_c --> RSp1071_c + 2818.752 adp_c + 2818.752 h_c + 2818.752 pi_c + 101.0 trnaala_c + 22.0 trnaarg_c + 93.0 trnaasp_c + 2.0 trnacys_c + 43.0 trnagln_c + 34.0 trnaglu_c + 117.0 trnagly_c + 9.0 trnahis_c + 33.0 trnaile_c + 62.0 trnaleu_c + 58.0 trnalys_c + 13.0 trnamet_c + 21.0 trnaphe_c + 19.0 trnapro_c + 82.0 trnaser_c + 58.0 trnathr_c + 9.0 trnatrp_c + 11.0 trnatyr_c + 61.0 trnaval_c
XTSNt2pp,h_p + xtsn_p <=> h_c + xtsn_c
EX_pa160_e_,pa160_e <=> pa160_b
EX_gly_gln_L_e_,gly_gln_L_e <=> gly_gln_L_b
EX_protein_RSp0295_e_,RSp0295_e --> RSp0295_b
PGMT,g1p_c <=> g6p_c
PCW_bd_RSc0249_act,PCW_e + RSc0249_act_e --> PCW_RSc0249_act_e
T3SS_E_RipAZ1_S,RipAZ1_c + 277.0 atp_c + 277.0 h2o_c --> RipAZ1_e + 277.0 adp_c + 277.0 h_c + 277.0 pi_c
FORtex,for_e <=> for_p
ACS2,atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c
EX_T3SS_E_RipAT_e_,RipAT_e <=> RipAT_b
D_LACt2pp,h_p + lac_D_p <=> h_c + lac_D_c
PROT_cp_CbhA_S,CbhA_c + 110.0 atp_c + 110.0 h2o_c --> CbhA_p + 110.0 adp_c + 110.0 h_c + 110.0 pi_c
EX_h_e_,h_e <=> h_b
CHTBStex,chtbs_e <=> chtbs_p
TDPDRE,dtdp4d6dg_c --> dtdp4d6dm_c
EX_ethso3_e_,ethso3_e <=> ethso3_b
ADNCYC,atp_c --> camp_c + ppi_c
T3SS_E_RipAI_S,RipAI_c + 160.0 atp_c + 160.0 h2o_c --> RipAI_e + 160.0 adp_c + 160.0 h_c + 160.0 pi_c
ACODA,acorn_c + h2o_c --> ac_c + orn_c
PPLDc160,h2o_e + pc160_e --> chol_e + h_c + pa160_e
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
PPLDc161,h2o_e + pc161_e --> chol_e + h_c + pa161_e
FACOAL160t2pp,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
G6PDH2r,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c
TDPDRR,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
THMt2pp,h_p + thm_p <=> h_c + thm_c
MLTGY1pp,murein4p4p_p --> 2.0 anhgm4p_p
EX_T3SS_E_RipAB_e_,RipAB_e <=> RipAB_b
PItex,pi_e <=> pi_p
PHEODC,o2_e + phe_L_e --> co2_e + h2o_e + pad_e
URIH,h2o_c + uri_c --> rib_D_c + ura_c
PCW_bd_RSc0102_act,PCW_e + RSc0102_act_e --> PCW_RSc0102_act_e
EX_chtn_e_,chtn_e <=> chtn_b
UM3PL,LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c
URIC,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
CU2abcpp,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c
HG2abcpp,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_b + pi_c
EX_T3SS_E_RipO1_e_,RipO1_e <=> RipO1_b
PROT_cp_RSp1071_S,RSp1071_c + 848.0 atp_c + 848.0 h2o_c --> RSp1071_p + 848.0 adp_c + 848.0 h_c + 848.0 pi_c
EX_asp_L_glu_L_e_,asp_L_glu_L_e <=> asp_L_glu_L_b
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
H2O2tex,h2o2_e <=> h2o2_p
SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
ACGK,acglu_c + atp_c --> acg5p_c + adp_c
EX_23cgmp_e_,23cgmp_e <=> 23cgmp_b
ACtex,ac_e <=> ac_p
FKYNH,Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c
MNt2pp,h_p + mn2_p --> h_c + mn2_c
ACGS,accoa_c + glu_L_c --> acglu_c + coa_c + h_c
T3SS_E_RipA5_BioS,194.0 alatrna_c + 100.0 argtrna_c + 34.0 asntrna_c + 67.0 asptrna_c + 4121.76 atp_c + 5.0 cystrna_c + 59.0 glntrna_c + 59.0 glutrna_c + 106.0 glytrna_c + 4121.76 h2o_c + 33.0 histrna_c + 33.0 iletrna_c + 99.0 leutrna_c + 47.0 lystrna_c + 33.0 mettrna_c + 39.0 phetrna_c + 67.0 protrna_c + 86.0 sertrna_c + 87.0 thrtrna_c + 10.0 trptrna_c + 14.0 tyrtrna_c + 68.0 valtrna_c --> RipA5_c + 4121.76 adp_c + 4121.76 h_c + 4121.76 pi_c + 194.0 trnaala_c + 100.0 trnaarg_c + 101.0 trnaasp_c + 5.0 trnacys_c + 59.0 trnagln_c + 59.0 trnaglu_c + 106.0 trnagly_c + 33.0 trnahis_c + 33.0 trnaile_c + 99.0 trnaleu_c + 47.0 trnalys_c + 33.0 trnamet_c + 39.0 trnaphe_c + 67.0 trnapro_c + 86.0 trnaser_c + 87.0 trnathr_c + 10.0 trnatrp_c + 14.0 trnatyr_c + 68.0 trnaval_c
GHMT2r_glu,ser_L_c + thfglu_c <=> gly_c + h2o_c + mlthfglu_c
PROT_cp_Rsl2_S,Rsl2_c + 114.0 atp_c + 114.0 h2o_c --> Rsl2_p + 114.0 adp_c + 114.0 h_c + 114.0 pi_c
MG2tex,mg2_e <=> mg2_p
PA141abcpp,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c
UREAtpp,urea_p <=> urea_c
UDCPDP,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
EX_T3SS_E_RipAM_e_,RipAM_e <=> RipAM_b
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c
ACRCSYN1,acrylade_c + coa_c <=> amp_c + h_c + prpncoa_c
EX_pa180_e_,pa180_e <=> pa180_b
ACRCSYN2,acryl_c + atp_c + h_c <=> acrylade_c + ppi_c
CBLAT,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c
FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
PROT_cp_RSp1467_S,RSp1467_c + 109.0 atp_c + 109.0 h2o_c --> RSp1467_p + 109.0 adp_c + 109.0 h_c + 109.0 pi_c
A5PISO,ru5p_D_c <=> ara5p_c
LPLIPAL1G140pp,1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p
EX_T3SS_E_RipM_e_,RipM_e <=> RipM_b
T3SS_E_RipW_S,RipW_c + 380.0 atp_c + 380.0 h2o_c --> RipW_e + 380.0 adp_c + 380.0 h_c + 380.0 pi_c
MBCOA,3mbcoa_c + fad_c --> 3mb2coa_c + fadh2_c
ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c
I2FE2SS2,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_DASH_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_DASH_2fe2s2_c
ASPGLUabcpp,asp_L_glu_L_p + atp_c + h2o_c --> adp_c + asp_L_glu_L_c + h_c + pi_c
ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c
EX_protein_RSc0246_act_e_,RSc0246_act_e --> RSc0246_act_b
AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c
ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c
ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c
ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c
ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c
NAt3pp,h_p + na1_c --> h_c + na1_p
3HAD181,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
3HAD180,3hoctaACP_c --> h2o_c + toctd2eACP_c
ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c
PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c
EX_T3SS_E_RipX_e_,RipX_e <=> RipX_b
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c
EX_PCW_RSp1180_e_,PCW_RSp1180_act_pili_e --> PCW_RSp1180_act_pili_b
TYRDOPO3ex,34dhphe_e + 0.5 o2_e --> dopaqn_e + h2o_e
SERtex,ser_L_e <=> ser_L_p
EX_pnto_R_e_,pnto_R_e <=> pnto_R_b
EX_protein_RSp1620_e_,RSp1620_e --> RSp1620_b
PROT_C_Tek2,Tek2_p + h2o_p --> Tek2_28kd_e
DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c
DHFS,atp_c + dhpt_c + glu_L_c --> adp_c + dhf_c + h_c + pi_c
BIOFILM_PGA,PS_PGA_e --> PS_PGA_b
TRPODC,o2_e + trp_L_e --> co2_e + h2o_e + iad_e
CRO4tex,cro4_e <=> cro4_p
AGMT,agm_c + h2o_c --> ptrc_c + urea_c
T3SS_E_RipG5_BioS,91.0 alatrna_c + 42.0 argtrna_c + 34.0 asntrna_c + 28.0 asptrna_c + 1788.312 atp_c + 5.0 cystrna_c + 14.0 glntrna_c + 16.0 glutrna_c + 50.0 glytrna_c + 1788.312 h2o_c + 7.0 histrna_c + 20.0 iletrna_c + 78.0 leutrna_c + 14.0 lystrna_c + 5.0 mettrna_c + 2.0 phetrna_c + 23.0 protrna_c + 38.0 sertrna_c + 39.0 thrtrna_c + 3.0 trptrna_c + 2.0 tyrtrna_c + 27.0 valtrna_c --> RipG5_c + 1788.312 adp_c + 1788.312 h_c + 1788.312 pi_c + 91.0 trnaala_c + 42.0 trnaarg_c + 62.0 trnaasp_c + 5.0 trnacys_c + 14.0 trnagln_c + 16.0 trnaglu_c + 50.0 trnagly_c + 7.0 trnahis_c + 20.0 trnaile_c + 78.0 trnaleu_c + 14.0 trnalys_c + 5.0 trnamet_c + 2.0 trnaphe_c + 23.0 trnapro_c + 38.0 trnaser_c + 39.0 trnathr_c + 3.0 trnatrp_c + 2.0 trnatyr_c + 27.0 trnaval_c
GLCabcpp,atp_c + glc_D_p + h2o_c --> adp_c + glc_D_c + h_c + pi_c
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
MSAR,h_c + msa_c + nadph_c --> 3hpp_c + nadp_c
MDDCP3pp,h2o_p + murein5p5p_p --> ala_D_p + murein5p4p_p
Slnttex,selt_e <=> selt_p
Kt2pp,h_p + k_p --> h_c + k_c
DNAd_ohr,DNA_c + ohr_c --> DNAm_c + h2o_c
METSOXR2pept,metsox_R_L_pept_c + trdrd_c --> h2o_c + met_L_pept_c + trdox_c
EX_T3SS_E_RipB_e_,RipB_e <=> RipB_b
PROT_cp_PehC_S,PehC_c + 680.0 atp_c + 680.0 h2o_c --> PehC_p + 680.0 adp_c + 680.0 h_c + 680.0 pi_c
EX_cl_e_,cl_e <=> cl_b
EX_glyclt_e_,glyclt_e <=> glyclt_b
CD2t4pp,cd2_c + h_p + k_p --> cd2_b + h_c + k_c
T6SS_E_RSc3220_S,RSc3220_c + 509.0 atp_c + 509.0 h2o_c --> RSc3220_e + 509.0 adp_c + 509.0 h_c + 509.0 pi_c
CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c
EX_galur_e_,galur_e <=> galur_b
EAR120x,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c
GPDDA4pp,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
FEOXpp,fe2_p + ficytc_c --> fe3_p + focytc_c
MTHPTGHMr,5mthfglu_c + hcys_L_c --> h_c + met_L_c + thfglu_c
T3SS_E_RipAT_BioS,96.0 alatrna_c + 32.0 argtrna_c + 6.0 asntrna_c + 30.0 asptrna_c + 1532.364 atp_c + 4.0 cystrna_c + 20.0 glntrna_c + 23.0 glutrna_c + 31.0 glytrna_c + 1532.364 h2o_c + 20.0 histrna_c + 13.0 iletrna_c + 43.0 leutrna_c + 7.0 lystrna_c + 12.0 mettrna_c + 8.0 phetrna_c + 34.0 protrna_c + 18.0 sertrna_c + 24.0 thrtrna_c + 5.0 trptrna_c + 6.0 tyrtrna_c + 29.0 valtrna_c --> RipAT_c + 1532.364 adp_c + 1532.364 h_c + 1532.364 pi_c + 96.0 trnaala_c + 32.0 trnaarg_c + 36.0 trnaasp_c + 4.0 trnacys_c + 20.0 trnagln_c + 23.0 trnaglu_c + 31.0 trnagly_c + 20.0 trnahis_c + 13.0 trnaile_c + 43.0 trnaleu_c + 7.0 trnalys_c + 12.0 trnamet_c + 8.0 trnaphe_c + 34.0 trnapro_c + 18.0 trnaser_c + 24.0 trnathr_c + 5.0 trnatrp_c + 6.0 trnatyr_c + 29.0 trnaval_c
dextrin_DEC_e_,dextrin_e <=> 14aglucan_e + 16aglucan_e
LPLIPAL1E181pp,1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p
EX_T3SS_E_RipG4_e_,RipG4_e <=> RipG4_b
GLCGSD_2,14aglucan_c + 11.0 h2o_c --> 12.0 glc_D_c
FE2t2pp,fe2_p + h_p --> fe2_c + h_c
EX_PCW_L_Fucose_e_,PCW_L_Fucose_e <=> PCW_L_Fucose_b
KDOO,akg_c + kdolipid4_c + o2_c --> co2_c + kolipid4_c + succ_c
3HAD161,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c
COBALT2t4pp,cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c
EX_protein_RSc0104_e_,RSc0104_e --> RSc0104_b
GALCTNtex,galctn_D_e <=> galctn_D_p
ISETACabcpp,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ALHD16,h2o_c + nad_c + ppyal_c --> 2.0 h_c + nadh_c + ppya_c
PROT_C_Tek,Tek_p + h2o_p --> Tek_28kd_e
EX_lac_D_e_,lac_D_e <=> lac_D_b
BROMOSUCCt_2pp,bromosucc_p + 2.0 h_p --> bromosucc_c + 2.0 h_c
T3SS_E_RipU2_S,RipU2_c + 296.0 atp_c + 296.0 h2o_c --> RipU2_e + 296.0 adp_c + 296.0 h_c + 296.0 pi_c
TTRCYCtpp,h_p + ttrcyc_p --> h_c + ttrcyc_b
EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c
PROT_RSc3222_BioS,62.0 alatrna_c + 69.0 argtrna_c + 12.0 asntrna_c + 30.0 asptrna_c + 1818.228 atp_c + 14.0 cystrna_c + 32.0 glntrna_c + 23.0 glutrna_c + 38.0 glytrna_c + 1818.228 h2o_c + 15.0 histrna_c + 14.0 iletrna_c + 38.0 leutrna_c + 9.0 lystrna_c + 13.0 mettrna_c + 15.0 phetrna_c + 44.0 protrna_c + 41.0 sertrna_c + 26.0 thrtrna_c + 8.0 trptrna_c + 11.0 tyrtrna_c + 33.0 valtrna_c --> RSc3222_c + 1818.228 adp_c + 1818.228 h_c + 1818.228 pi_c + 62.0 trnaala_c + 69.0 trnaarg_c + 42.0 trnaasp_c + 14.0 trnacys_c + 32.0 trnagln_c + 23.0 trnaglu_c + 38.0 trnagly_c + 15.0 trnahis_c + 14.0 trnaile_c + 38.0 trnaleu_c + 9.0 trnalys_c + 13.0 trnamet_c + 15.0 trnaphe_c + 44.0 trnapro_c + 41.0 trnaser_c + 26.0 trnathr_c + 8.0 trnatrp_c + 11.0 trnatyr_c + 33.0 trnaval_c
T3SS_E_RipD_BioS,80.0 alatrna_c + 24.0 argtrna_c + 26.0 asntrna_c + 25.0 asptrna_c + 2137.332 atp_c + cystrna_c + 28.0 glntrna_c + 33.0 glutrna_c + 45.0 glytrna_c + 2137.332 h2o_c + 11.0 histrna_c + 32.0 iletrna_c + 76.0 leutrna_c + 34.0 lystrna_c + 18.0 mettrna_c + 8.0 phetrna_c + 51.0 protrna_c + 61.0 sertrna_c + 38.0 thrtrna_c + 3.0 trptrna_c + 11.0 tyrtrna_c + 38.0 valtrna_c --> RipD_c + 2137.332 adp_c + 2137.332 h_c + 2137.332 pi_c + 80.0 trnaala_c + 24.0 trnaarg_c + 51.0 trnaasp_c + trnacys_c + 28.0 trnagln_c + 33.0 trnaglu_c + 45.0 trnagly_c + 11.0 trnahis_c + 32.0 trnaile_c + 76.0 trnaleu_c + 34.0 trnalys_c + 18.0 trnamet_c + 8.0 trnaphe_c + 51.0 trnapro_c + 61.0 trnaser_c + 38.0 trnathr_c + 3.0 trnatrp_c + 11.0 trnatyr_c + 38.0 trnaval_c
CATpp,2.0 h2o2_p --> 2.0 h2o_p + o2_p
EX_pyr_e_,pyr_e <=> pyr_b
EX_PCW_RSc0104_act_e_,PCW_RSc0104_act_e --> PCW_RSc0104_act_b
T3SS_E_RipAV_S,RipAV_c + 830.0 atp_c + 830.0 h2o_c --> RipAV_e + 830.0 adp_c + 830.0 h_c + 830.0 pi_c
NDPK4,atp_c + dtdp_c --> adp_c + dttp_c
EX_hphead_e_,hphead_e <=> hphead_b
ACLS,h_c + 2.0 pyr_c --> alac_S_c + co2_c
NDPK5,atp_c + dgdp_c --> adp_c + dgtp_c
PHETHPTOX2,o2_c + phe_L_c + thbpt_c --> thbpt4acam_c + tyr_L_c
NDPK2,atp_c + udp_c --> adp_c + utp_c
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c
NDPK3,atp_c + cdp_c --> adp_c + ctp_c
NDPK1,atp_c + gdp_c --> adp_c + gtp_c
NDPK8,atp_c + dadp_c --> adp_c + datp_c
NDPK9,atp_c + idp_c --> adp_c + itp_c
NDPK6,atp_c + dudp_c --> adp_c + dutp_c
IMACTD,h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c
NDPK7,atp_c + dcdp_c --> adp_c + dctp_c
HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
MALt2_2pp,2.0 h_p + mal_L_p --> 2.0 h_c + mal_L_c
3HAD141,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
3HAD140,3hmrsACP_c --> h2o_c + tmrs2eACP_c
SKMt2pp,h_p + skm_p --> h_c + skm_c
PROT_RSc0246_BioS,99.0 alatrna_c + 40.0 argtrna_c + 85.0 asntrna_c + 165.0 asptrna_c + 3842.544 atp_c + cystrna_c + 30.0 glntrna_c + 24.0 glutrna_c + 186.0 glytrna_c + 3842.544 h2o_c + 2.0 histrna_c + 47.0 iletrna_c + 84.0 leutrna_c + 15.0 lystrna_c + 2.0 mettrna_c + 30.0 phetrna_c + 11.0 protrna_c + 92.0 sertrna_c + 90.0 thrtrna_c + 15.0 trptrna_c + 74.0 tyrtrna_c + 64.0 valtrna_c --> RSc0246_c + 3842.544 adp_c + 3842.544 h_c + 3842.544 pi_c + 99.0 trnaala_c + 40.0 trnaarg_c + 250.0 trnaasp_c + trnacys_c + 30.0 trnagln_c + 24.0 trnaglu_c + 186.0 trnagly_c + 2.0 trnahis_c + 47.0 trnaile_c + 84.0 trnaleu_c + 15.0 trnalys_c + 2.0 trnamet_c + 30.0 trnaphe_c + 11.0 trnapro_c + 92.0 trnaser_c + 90.0 trnathr_c + 15.0 trnatrp_c + 74.0 trnatyr_c + 64.0 trnaval_c
EX_xan_e_,xan_e <=> xan_b
T3SS_E_RipA4_S,RipA4_c + 1330.0 atp_c + 1330.0 h2o_c --> RipA4_e + 1330.0 adp_c + 1330.0 h_c + 1330.0 pi_c
GTHPe,2.0 gthrd_e + h2o2_e --> gthox_e + 2.0 h2o_e
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c
EX_gnid_e_,gnid_e <=> gnid_b
EX_protein_RSp1071_e_,RSp1071_e --> RSp1071_b
CITRabcpp,atp_c + citr_L_p + h2o_c --> adp_c + citr_L_c + h_c + pi_c
5OXPROt2pp,5oxpro_p + h_p --> 5oxpro_c + h_c
GLYBt2pp,glyb_p + h_p <=> glyb_c + h_c
NO3trpp,h_p + no3_p <=> h_c + no3_c
EX_glyc3p_e_,glyc3p_e <=> glyc3p_b
T3SS_E_RipH3_BioS,98.0 alatrna_c + 70.0 argtrna_c + 10.0 asntrna_c + 53.0 asptrna_c + 2360.04 atp_c + 5.0 cystrna_c + 36.0 glntrna_c + 41.0 glutrna_c + 47.0 glytrna_c + 2360.04 h2o_c + 13.0 histrna_c + 20.0 iletrna_c + 71.0 leutrna_c + 29.0 lystrna_c + 20.0 mettrna_c + 8.0 phetrna_c + 57.0 protrna_c + 33.0 sertrna_c + 27.0 thrtrna_c + 13.0 trptrna_c + 6.0 tyrtrna_c + 53.0 valtrna_c --> RipH3_c + 2360.04 adp_c + 2360.04 h_c + 2360.04 pi_c + 98.0 trnaala_c + 70.0 trnaarg_c + 63.0 trnaasp_c + 5.0 trnacys_c + 36.0 trnagln_c + 41.0 trnaglu_c + 47.0 trnagly_c + 13.0 trnahis_c + 20.0 trnaile_c + 71.0 trnaleu_c + 29.0 trnalys_c + 20.0 trnamet_c + 8.0 trnaphe_c + 57.0 trnapro_c + 33.0 trnaser_c + 27.0 trnathr_c + 13.0 trnatrp_c + 6.0 trnatyr_c + 53.0 trnaval_c
HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c
PDX5PS,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c
HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c
HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c
PSERTr,3php_c + glu_L_c <=> akg_c + pser_L_c
HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c
HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c
HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c
CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c
SPMS,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
PROT_RSc1944_BioS,89.0 alatrna_c + 69.0 argtrna_c + 33.0 asntrna_c + 54.0 asptrna_c + 2875.26 atp_c + 2.0 cystrna_c + 48.0 glntrna_c + 46.0 glutrna_c + 95.0 glytrna_c + 2875.26 h2o_c + 37.0 histrna_c + 32.0 iletrna_c + 69.0 leutrna_c + 22.0 lystrna_c + 15.0 mettrna_c + 26.0 phetrna_c + 46.0 protrna_c + 49.0 sertrna_c + 39.0 thrtrna_c + 15.0 trptrna_c + 16.0 tyrtrna_c + 63.0 valtrna_c --> RSc1944_c + 2875.26 adp_c + 2875.26 h_c + 2875.26 pi_c + 89.0 trnaala_c + 69.0 trnaarg_c + 87.0 trnaasp_c + 2.0 trnacys_c + 48.0 trnagln_c + 46.0 trnaglu_c + 95.0 trnagly_c + 37.0 trnahis_c + 32.0 trnaile_c + 69.0 trnaleu_c + 22.0 trnalys_c + 15.0 trnamet_c + 26.0 trnaphe_c + 46.0 trnapro_c + 49.0 trnaser_c + 39.0 trnathr_c + 15.0 trnatrp_c + 16.0 trnatyr_c + 63.0 trnaval_c
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c
CTPS2,atp_c + gln_L_c + h2o_c + utp_c --> adp_c + ctp_c + glu_L_c + 2.0 h_c + pi_c
PDX5PO,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
EX_12dgr120_e_,12dgr120_e <=> 12dgr120_b
