ReactionID,Equation
T3SS_E_RipZ_BioS,245.0 alatrna_c + 96.0 argtrna_c + 37.0 asntrna_c + 81.0 asptrna_c + 4547.232 atp_c + 5.0 cystrna_c + 85.0 glntrna_c + 66.0 glutrna_c + 91.0 glytrna_c + 4547.232 h2o_c + 32.0 histrna_c + 47.0 iletrna_c + 106.0 leutrna_c + 65.0 lystrna_c + 31.0 mettrna_c + 25.0 phetrna_c + 100.0 protrna_c + 78.0 sertrna_c + 83.0 thrtrna_c + 10.0 trptrna_c + 21.0 tyrtrna_c + 64.0 valtrna_c --> RipZ_c + 4547.232 adp_c + 4547.232 h_c + 4547.232 pi_c + 245.0 trnaala_c + 96.0 trnaarg_c + 118.0 trnaasp_c + 5.0 trnacys_c + 85.0 trnagln_c + 66.0 trnaglu_c + 91.0 trnagly_c + 32.0 trnahis_c + 47.0 trnaile_c + 106.0 trnaleu_c + 65.0 trnalys_c + 31.0 trnamet_c + 25.0 trnaphe_c + 100.0 trnapro_c + 78.0 trnaser_c + 83.0 trnathr_c + 10.0 trnatrp_c + 21.0 trnatyr_c + 64.0 trnaval_c
GLDBRAN2,glycogen_c + h2o_c --> 14aglucan_c
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c
MDH,mal_L_c + nad_c <=> h_c + nadh_c + oaa_c
GLTN2pp,g15l_p + h2o_p --> glcn_p + h_p
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c
PROT_PlcN_BioS,73.0 alatrna_c + 43.0 argtrna_c + 29.0 asntrna_c + 44.0 asptrna_c + 2326.8 atp_c + 4.0 cystrna_c + 26.0 glntrna_c + 22.0 glutrna_c + 81.0 glytrna_c + 2326.8 h2o_c + 20.0 histrna_c + 22.0 iletrna_c + 55.0 leutrna_c + 15.0 lystrna_c + 8.0 mettrna_c + 27.0 phetrna_c + 47.0 protrna_c + 42.0 sertrna_c + 42.0 thrtrna_c + 16.0 trptrna_c + 34.0 tyrtrna_c + 50.0 valtrna_c --> PlcN_c + 2326.8 adp_c + 2326.8 h_c + 2326.8 pi_c + 73.0 trnaala_c + 43.0 trnaarg_c + 73.0 trnaasp_c + 4.0 trnacys_c + 26.0 trnagln_c + 22.0 trnaglu_c + 81.0 trnagly_c + 20.0 trnahis_c + 22.0 trnaile_c + 55.0 trnaleu_c + 15.0 trnalys_c + 8.0 trnamet_c + 27.0 trnaphe_c + 47.0 trnapro_c + 42.0 trnaser_c + 42.0 trnathr_c + 16.0 trnatrp_c + 34.0 trnatyr_c + 50.0 trnaval_c
25DOPAOXRED,25dop_c + h2o_c + nadp_c --> akg_c + 2.0 h_c + nadph_c
CYSTRS,atp_c + cys_L_c + trnacys_c --> amp_c + cystrna_c + ppi_c
EX_PCW_L_Mannose_Rsl2_e_,PCW_D_Mannose_Rsl2_e --> PCW_D_Mannose_Rsl2_b
EX_ala_D_e_,ala_D_e <=> ala_D_b
RFAMPtpp,h_p + rfamp_p --> h_c + rfamp_b
ONOOf_e,h_e + onoo_e --> no2r_e + ohr_e
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c
ASPCTr,asp_L_c + cbp_c --> cbasp_c + h_c + pi_c
PPLCc140,h2o_e + pc140_e --> 12dgr140_e + cholp_e + h_c
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c
PPLCc141,h2o_e + pc141_e --> 12dgr141_e + cholp_e + h_c
PROT_RSp0518_BioS,116.0 alatrna_c + 66.0 argtrna_c + 33.0 asntrna_c + 64.0 asptrna_c + 3018.192 atp_c + 7.0 cystrna_c + 49.0 glntrna_c + 40.0 glutrna_c + 91.0 glytrna_c + 3018.192 h2o_c + 26.0 histrna_c + 37.0 iletrna_c + 80.0 leutrna_c + 19.0 lystrna_c + 18.0 mettrna_c + 25.0 phetrna_c + 42.0 protrna_c + 51.0 sertrna_c + 56.0 thrtrna_c + 8.0 trptrna_c + 20.0 tyrtrna_c + 60.0 valtrna_c --> RSp0518_c + 3018.192 adp_c + 3018.192 h_c + 3018.192 pi_c + 116.0 trnaala_c + 66.0 trnaarg_c + 97.0 trnaasp_c + 7.0 trnacys_c + 49.0 trnagln_c + 40.0 trnaglu_c + 91.0 trnagly_c + 26.0 trnahis_c + 37.0 trnaile_c + 80.0 trnaleu_c + 19.0 trnalys_c + 18.0 trnamet_c + 25.0 trnaphe_c + 42.0 trnapro_c + 51.0 trnaser_c + 56.0 trnathr_c + 8.0 trnatrp_c + 20.0 trnatyr_c + 60.0 trnaval_c
GUAPRT,gua_c + prpp_c --> gmp_c + ppi_c
ONOOf_p,h_p + onoo_p --> no2r_p + ohr_p
CO2tpp,co2_p <=> co2_c
PC20M,amet_c + dscl_c --> ahcys_c + h_c + pre3a_c
IMPC,h2o_c + imp_c <=> fprica_c
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
TGBPA,tagdp_D_c <=> dhap_c + g3p_c
FDH6,2.0 ficytc_c + for_p --> co2_p + 2.0 focytc_c + h_p
PROT_ce_RSp0295_S,RSp0295_c + 692.0 atp_c + 692.0 h2o_c --> RSp0295_e + 692.0 adp_c + 692.0 h_c + 692.0 pi_c
acfvteff,acfv_p + h_p --> acfv_b + h_c
CU1O,4.0 cu_c + 4.0 h_c + o2_c --> 4.0 cu2_c + 2.0 h2o_c
4AMBUAT,akg_c + ala_B_c <=> glu_L_c + msa_c
EX_glcur_e_,glcur_e <=> glcur_b
TMKr,atp_c + thm_c <=> adp_c + h_c + thmmp_c
NO3abcpp,atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c
UHGADA,h2o_c + u3aga_c --> ac_c + u3hga_c
T3SS_E_RipQ_S,RipQ_c + 518.0 atp_c + 518.0 h2o_c --> RipQ_e + 518.0 adp_c + 518.0 h_c + 518.0 pi_c
PYNP2r,pi_c + uri_c <=> r1p_c + ura_c
METOX2s,h2o2_c + met_L_c --> h2o_c + metsox_R_L_c
EX_Berb_e_,berb_e <=> berb_b
IGPDH,eig3p_c --> h2o_c + imacp_c
EX_protein_RSp0030_e_,RSp0030_e --> RSp0030_b
NTPP9,h2o_c + itp_c --> h_c + imp_c + ppi_c
T3SS_E_RipAE_BioS,92.0 alatrna_c + 45.0 argtrna_c + 21.0 asntrna_c + 37.0 asptrna_c + 2137.332 atp_c + 3.0 cystrna_c + 22.0 glntrna_c + 30.0 glutrna_c + 42.0 glytrna_c + 2137.332 h2o_c + 39.0 histrna_c + 19.0 iletrna_c + 71.0 leutrna_c + 30.0 lystrna_c + 13.0 mettrna_c + 10.0 phetrna_c + 39.0 protrna_c + 38.0 sertrna_c + 41.0 thrtrna_c + 5.0 trptrna_c + 9.0 tyrtrna_c + 37.0 valtrna_c --> RipAE_c + 2137.332 adp_c + 2137.332 h_c + 2137.332 pi_c + 92.0 trnaala_c + 45.0 trnaarg_c + 58.0 trnaasp_c + 3.0 trnacys_c + 22.0 trnagln_c + 30.0 trnaglu_c + 42.0 trnagly_c + 39.0 trnahis_c + 19.0 trnaile_c + 71.0 trnaleu_c + 30.0 trnalys_c + 13.0 trnamet_c + 10.0 trnaphe_c + 39.0 trnapro_c + 38.0 trnaser_c + 41.0 trnathr_c + 5.0 trnatrp_c + 9.0 trnatyr_c + 37.0 trnaval_c
NTPP4,ctp_c + h2o_c --> cmp_c + h_c + ppi_c
NTPP3,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP5,datp_c + h2o_c --> damp_c + h_c + ppi_c
PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
VALt2rpp,h_p + val_L_p <=> h_c + val_L_c
AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c
EX_14aglucan_e_,14aglucan_e <=> 14aglucan_b
EX_ins_e_,ins_e <=> ins_b
PSGlcNActpp,PS_GlcNAc_c + 10.0 atp_c + 10.0 h2o_c --> PS_GlcNAc_p + 10.0 adp_c + 10.0 h_c + 10.0 pi_c
EX_slnt_e_,selt_e <=> selt_b
T3SS_E_RipL_BioS,269.0 alatrna_c + 113.0 argtrna_c + 28.0 asntrna_c + 87.0 asptrna_c + 4663.572 atp_c + 17.0 cystrna_c + 54.0 glntrna_c + 87.0 glutrna_c + 93.0 glytrna_c + 4663.572 h2o_c + 33.0 histrna_c + 47.0 iletrna_c + 135.0 leutrna_c + 37.0 lystrna_c + 34.0 mettrna_c + 26.0 phetrna_c + 77.0 protrna_c + 87.0 sertrna_c + 57.0 thrtrna_c + 15.0 trptrna_c + 18.0 tyrtrna_c + 89.0 valtrna_c --> RipL_c + 4663.572 adp_c + 4663.572 h_c + 4663.572 pi_c + 269.0 trnaala_c + 113.0 trnaarg_c + 115.0 trnaasp_c + 17.0 trnacys_c + 54.0 trnagln_c + 87.0 trnaglu_c + 93.0 trnagly_c + 33.0 trnahis_c + 47.0 trnaile_c + 135.0 trnaleu_c + 37.0 trnalys_c + 34.0 trnamet_c + 26.0 trnaphe_c + 77.0 trnapro_c + 87.0 trnaser_c + 57.0 trnathr_c + 15.0 trnatrp_c + 18.0 trnatyr_c + 89.0 trnaval_c
IADtex,iad_e <=> iad_p
H2O2FERR,2.0 fe2_c + h2o2_c + 2.0 h2o_c --> 2feooh_c + 4.0 h_c
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c
EX_PCW_RSp0294_act_e_,PCW_RSp0294_act_e --> PCW_RSp0294_act_b
SAL5HL,2.0 h_c + o2_c + salc_c --> gensa_c + h2o_c
MCCDNabcpp,atp_c + fe3mccdn_p + h2o_c --> adp_c + fe3mccdn_c + h_c + pi_c
METOX1s,h2o2_c + met_L_c --> h2o_c + metsox_S_L_c
2H5CMMSEMOR,2h5cmmsem_c + h2o_c + nad_c --> chmccm_c + 2.0 h_c + nadh_c
HSERTA,accoa_c + hom_L_c <=> achms_c + coa_c
SUCptspp,pep_c + sucr_p --> pyr_c + suc6p_c
3HPPtpp,3hpp_c + h_c --> 3hpp_p + h_p
GLCNtex,glcn_e <=> glcn_p
PCW_bd_RSp1073,PCW_e + RSp1073_e --> PCW_RSp1073_LPS_e
PCW_bd_RSp1071,PCW_e + RSp1071_e --> PCW_RSp1071_LPS_e
MLDEP2pp,h2o_p + murein5px3p_p --> murein5p3p_p
EX_GKC_storage_c,glycogen_c --> glycogen_b
PPNCL2,4ppan_c + ctp_c + cys_L_c --> 4ppcys_c + cmp_c + h_c + ppi_c
EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
PPLCc120,h2o_e + pc120_e --> 12dgr120_e + cholp_e + h_c
UDPGDr,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c
INSEPIH,dkdepiins_c + h2o_c --> dglca_c + h_c
DHORTS,dhor_S_c + h2o_c <=> cbasp_c + h_c
GLNtex,gln_L_e <=> gln_L_p
PRASCS,5aizc_c + asp_L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c
PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c
LYSDC,h_c + lys_L_c --> 15dap_c + co2_c
AGPAT161,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c
MESUCCt_1pp,h_p + mesucc_p --> h_c + mesucc_c
THD2pp,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c
PROT_CbhA_BioS,13.0 alatrna_c + 6.0 argtrna_c + 8.0 asntrna_c + 2.0 asptrna_c + 365.64 atp_c + 2.0 cystrna_c + 10.0 glntrna_c + 6.0 glytrna_c + 365.64 h2o_c + 2.0 histrna_c + 4.0 iletrna_c + 5.0 leutrna_c + 4.0 lystrna_c + 3.0 mettrna_c + 7.0 phetrna_c + protrna_c + 9.0 sertrna_c + 15.0 thrtrna_c + 2.0 trptrna_c + 3.0 tyrtrna_c + 8.0 valtrna_c --> CbhA_c + 365.64 adp_c + 365.64 h_c + 365.64 pi_c + 13.0 trnaala_c + 6.0 trnaarg_c + 10.0 trnaasp_c + 2.0 trnacys_c + 10.0 trnagln_c + 6.0 trnagly_c + 2.0 trnahis_c + 4.0 trnaile_c + 5.0 trnaleu_c + 4.0 trnalys_c + 3.0 trnamet_c + 7.0 trnaphe_c + trnapro_c + 9.0 trnaser_c + 15.0 trnathr_c + 2.0 trnatrp_c + 3.0 trnatyr_c + 8.0 trnaval_c
EX_glcr_e_,glcr_e <=> glcr_b
EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
IDOND,5dglcn_c + h_c + nadh_c --> idon_L_c + nad_c
HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c
FUSAtpp,fusa_p + h_p --> fusa_b + h_c
EX_glyb_e_,glyb_e <=> glyb_b
CYTBDpp,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
HEX1,atp_c + glc_D_c --> adp_c + g6p_c + h_c
CLPNS141pp,2.0 pg141_p <=> clpn141_p + glyc_p
GLYtex,gly_e <=> gly_p
PCW_bd_RSc0246_act,PCW_e + RSc0246_act_e --> PCW_RSc0246_act_e
T3SS_E_RipH2_S,RipH2_c + 754.0 atp_c + 754.0 h2o_c --> RipH2_e + 754.0 adp_c + 754.0 h_c + 754.0 pi_c
ACSERtex,acser_e <=> acser_p
23CGMPtex,23cgmp_e <=> 23cgmp_p
IDONt2rpp,h_p + idon_L_p <=> h_c + idon_L_c
PROAS,Prot_c --> pept_c
2AGPG161tipp,2agpg161_p --> 2agpg161_c
EX_protein_PehC_e_,PehC_e --> PehC_b
ARBTNLSYN,2.0 accoa_c + 4.0 atp_c + 2.0 lys_L_c + 2.0 nadph_c + 2.0 o2_c --> 4.0 adp_c + arbtnl_c + 2.0 coa_c + 4.0 h_c + 2.0 nadp_c + 4.0 pi_c
PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
FUMtex,fum_e <=> fum_p
LPSS1_RS,2.0 adpglc_c + 2.0 dtdprmn_c + hkdolipa_c + 0.2 udpxyl_c --> 2.0 adp_c + core_kdo_lipidA_RS_c + 2.0 dtdp_c + 4.2 h_c + 0.2 udp_c
THFAT,h2o_c + methf_c --> 5fthf_c + h_c
EX_asp_L_e_,asp_L_e <=> asp_L_b
T3SS_E_RipS2_BioS,366.0 alatrna_c + 235.0 argtrna_c + 62.0 asntrna_c + 163.0 asptrna_c + 8253.492 atp_c + 36.0 cystrna_c + 119.0 glntrna_c + 131.0 glutrna_c + 152.0 glytrna_c + 8253.492 h2o_c + 71.0 histrna_c + 70.0 iletrna_c + 281.0 leutrna_c + 87.0 lystrna_c + 52.0 mettrna_c + 63.0 phetrna_c + 162.0 protrna_c + 117.0 sertrna_c + 129.0 thrtrna_c + 35.0 trptrna_c + 30.0 tyrtrna_c + 122.0 valtrna_c --> RipS2_c + 8253.492 adp_c + 8253.492 h_c + 8253.492 pi_c + 366.0 trnaala_c + 235.0 trnaarg_c + 225.0 trnaasp_c + 36.0 trnacys_c + 119.0 trnagln_c + 131.0 trnaglu_c + 152.0 trnagly_c + 71.0 trnahis_c + 70.0 trnaile_c + 281.0 trnaleu_c + 87.0 trnalys_c + 52.0 trnamet_c + 63.0 trnaphe_c + 162.0 trnapro_c + 117.0 trnaser_c + 129.0 trnathr_c + 35.0 trnatrp_c + 30.0 trnatyr_c + 122.0 trnaval_c
EX_glyc2p_e_,glyc2p_e <=> glyc2p_b
CBL1abcpp,atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c
LIPOS,4fe4s_c + 2.0 amet_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met_L_c + nadh_c
AHLACYC8,h2o_p + ochslac_p --> hslac_p + octa_p
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c
T3SS_E_RipK_BioS,53.0 alatrna_c + 37.0 argtrna_c + 16.0 asntrna_c + 41.0 asptrna_c + 1917.948 atp_c + 4.0 cystrna_c + 24.0 glntrna_c + 31.0 glutrna_c + 47.0 glytrna_c + 1917.948 h2o_c + 18.0 histrna_c + 34.0 iletrna_c + 45.0 leutrna_c + 30.0 lystrna_c + 23.0 mettrna_c + 18.0 phetrna_c + 30.0 protrna_c + 43.0 sertrna_c + 34.0 thrtrna_c + trptrna_c + 14.0 tyrtrna_c + 34.0 valtrna_c --> RipK_c + 1917.948 adp_c + 1917.948 h_c + 1917.948 pi_c + 53.0 trnaala_c + 37.0 trnaarg_c + 57.0 trnaasp_c + 4.0 trnacys_c + 24.0 trnagln_c + 31.0 trnaglu_c + 47.0 trnagly_c + 18.0 trnahis_c + 34.0 trnaile_c + 45.0 trnaleu_c + 30.0 trnalys_c + 23.0 trnamet_c + 18.0 trnaphe_c + 30.0 trnapro_c + 43.0 trnaser_c + 34.0 trnathr_c + trnatrp_c + 14.0 trnatyr_c + 34.0 trnaval_c
EX_T6SS_E_RSp0629_e_,RSp0629_e --> RSp0629_b
AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c
AHLACYC7,h2o_p + hepthslac_p --> hpa_p + hslac_p
EX_protein_RSc0102_e_,RSc0102_e --> RSc0102_b
EX_cd2_e_,cd2_e <=> cd2_b
PROT_ce_RSp1180_S,RSp1180_c + 4106.0 atp_c + 4106.0 h2o_c --> RSp1180_e + 4106.0 adp_c + 4106.0 h_c + 4106.0 pi_c
UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
3OOCTAtex,3oocta_e <=> 3oocta_p
T3SS_E_RipS2_S,RipS2_c + 2483.0 atp_c + 2483.0 h2o_c --> RipS2_e + 2483.0 adp_c + 2483.0 h_c + 2483.0 pi_c
XYLK,atp_c + xylu_D_c --> adp_c + h_c + xu5p_D_c
PHBD_Ext,h2o_e + pbhb_e <=> h_e + 2.0 r3rhbb_e
NO3R1pp,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
TMDPP,pi_c + thymd_c <=> 2dr1p_c + thym_c
EX_Naldx_e_,naldx_e <=> naldx_b
GTHRDHpp,gthrd_p + h2o_p --> cgly_p + glu_L_p
BLUB,fmn_c + h_c + nadh_c + o2_c --> dmbzid_c + e4p_c + h2o_c + nad_c
ZN2abcpp,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_b
EX_acpc_e,acpc_e <=> acpc_b
EX_ind3acnl_e_,ind3acnl_e <=> ind3acnl_b
XYLUtex,xylu_D_e <=> xylu_D_p
DM_2hyoxplac,2hyoxplac_c --> 2hyoxplac_b
AMPTASEQE,gln_L_glu_L_c + h2o_c --> gln_L_c + glu_L_c
P5CD1p,1pyr5c_c + 2.0 h2o_c + nadp_c --> glu_L_c + h_c + nadph_c
EX_crn_e_,crn_e <=> crn_b
AMPTASEQG,gln_L_gly_c + h2o_c --> gln_L_c + gly_c
MNLtex,mnl_e <=> mnl_p
T3SS_E_RipAM_BioS,24.0 alatrna_c + 12.0 argtrna_c + 5.0 asntrna_c + 6.0 asptrna_c + 511.896 atp_c + 5.0 glntrna_c + 12.0 glutrna_c + 14.0 glytrna_c + 511.896 h2o_c + 3.0 histrna_c + 6.0 iletrna_c + 11.0 leutrna_c + 5.0 lystrna_c + 2.0 mettrna_c + phetrna_c + 11.0 protrna_c + 7.0 sertrna_c + 12.0 thrtrna_c + 2.0 trptrna_c + tyrtrna_c + 15.0 valtrna_c --> RipAM_c + 511.896 adp_c + 511.896 h_c + 511.896 pi_c + 24.0 trnaala_c + 12.0 trnaarg_c + 11.0 trnaasp_c + 5.0 trnagln_c + 12.0 trnaglu_c + 14.0 trnagly_c + 3.0 trnahis_c + 6.0 trnaile_c + 11.0 trnaleu_c + 5.0 trnalys_c + 2.0 trnamet_c + trnaphe_c + 11.0 trnapro_c + 7.0 trnaser_c + 12.0 trnathr_c + 2.0 trnatrp_c + trnatyr_c + 15.0 trnaval_c
23PDE9pp,23cgmp_p + h2o_p --> 3gmp_p + h_p
TDPGDH,dtdpglu_c --> dtdp4d6dg_c + h2o_c
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
EX_PCW_e_,PCW_e <=> PCW_b
T3SS_E_RipAG_S,RipAG_c + 98.0 atp_c + 98.0 h2o_c --> RipAG_e + 98.0 adp_c + 98.0 h_c + 98.0 pi_c
THRD_L,thr_L_c --> 2obut_c + nh4_c
PC6AR,h_c + nadph_c + pre6a_c --> nadp_c + pre6b_c
PSbioS,10.0 udpg_c --> PS_RS_c + 10.0 h_c + 10.0 udp_c
VALTRS,atp_c + trnaval_c + val_L_c --> amp_c + ppi_c + valtrna_c
PYRtex,pyr_e <=> pyr_p
DGLUISO,dglca_c <=> dkglc_c
MDDEP1pp,h2o_p + murein4px4p_p --> murein4p4p_p
ACt4pp,ac_p + na1_p --> ac_c + na1_c
EX_protein_RSp1539_e_,RSp1539_e --> RSp1539_b
T3SS_E_RipD_S,RipD_c + 643.0 atp_c + 643.0 h2o_c --> RipD_e + 643.0 adp_c + 643.0 h_c + 643.0 pi_c
EX_protein_RSp1180_act_e_,RSp1180_act_e --> RSp1180_act_b
EX_acser_e_,acser_e <=> acser_b
PROT_cp_RSp1073_S,RSp1073_c + 3322.0 atp_c + 3322.0 h2o_c --> RSp1073_p + 3322.0 adp_c + 3322.0 h_c + 3322.0 pi_c
EX_T6SS_E_RSp0768_e_,RSp0768_e --> RSp0768_b
EX_T6SS_E_RSp0175_e_,RSp0175_e --> RSp0175_b
EX_asp_L_gln_L_e_,asp_L_gln_L_e <=> asp_L_gln_L_b
MMTSAOR,coa_c + mmtsa_c + nad_c --> co2_c + nadh_c + ppcoa_c
PROabcpp,atp_c + h2o_c + pro_L_p --> adp_c + h_c + pi_c + pro_L_c
ETHAtex,etha_e <=> etha_p
UAPGR,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
EX_T3SS_E_RipAV_e_,RipAV_e <=> RipAV_b
T3SS_E_RipAX1_S,RipAX1_c + 217.0 atp_c + 217.0 h2o_c --> RipAX1_e + 217.0 adp_c + 217.0 h_c + 217.0 pi_c
HNO2_c,hno2_c <=> h_c + no2_c
ICL,icit_c --> glx_c + succ_c
EX_h2o_e_,h2o_e <=> h2o_b
PROT_RSp0745_BioS,14.0 alatrna_c + 6.0 argtrna_c + 5.0 asntrna_c + 11.0 asptrna_c + 555.108 atp_c + cystrna_c + 10.0 glntrna_c + 11.0 glutrna_c + 14.0 glytrna_c + 555.108 h2o_c + 4.0 histrna_c + 8.0 iletrna_c + 8.0 leutrna_c + 13.0 lystrna_c + 2.0 mettrna_c + 6.0 phetrna_c + 4.0 protrna_c + 17.0 sertrna_c + 11.0 thrtrna_c + 4.0 trptrna_c + 6.0 tyrtrna_c + 12.0 valtrna_c --> RSp0745_c + 555.108 adp_c + 555.108 h_c + 555.108 pi_c + 14.0 trnaala_c + 6.0 trnaarg_c + 16.0 trnaasp_c + trnacys_c + 10.0 trnagln_c + 11.0 trnaglu_c + 14.0 trnagly_c + 4.0 trnahis_c + 8.0 trnaile_c + 8.0 trnaleu_c + 13.0 trnalys_c + 2.0 trnamet_c + 6.0 trnaphe_c + 4.0 trnapro_c + 17.0 trnaser_c + 11.0 trnathr_c + 4.0 trnatrp_c + 6.0 trnatyr_c + 12.0 trnaval_c
GLYCLTtex,glyclt_e <=> glyclt_p
NNDMBRT,dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c
EX_T3SS_E_RipBB_e_,RipBB_e <=> RipBB_b
CHORS,3psme_c --> chor_c + pi_c
GALabcpp,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
CHORM,chor_c --> pphn_c
PSPGAtex,PS_PGA_p --> PS_PGA_e
EX_lys_L_e_,lys_L_e <=> lys_L_b
ETFDH,etfrd_c + q8_c --> etfox_c + q8h2_c
LPSKOabctex,Oantigen_core_ko_lipidA_RS_p + atp_c + h2o_c --> Oantigen_core_ko_lipidA_RS_e + adp_c + h_c + pi_c
MDH2,mal_L_c + q8_c --> oaa_c + q8h2_c
NTD9,gmp_c + h2o_c --> gsn_c + pi_c
PROT_cp_RSp1545_S,RSp1545_c + 2691.0 atp_c + 2691.0 h2o_c --> RSp1545_p + 2691.0 adp_c + 2691.0 h_c + 2691.0 pi_c
PMPK,4ampm_c + atp_c --> 2mahmp_c + adp_c
NTD5,dtmp_c + h2o_c --> pi_c + thymd_c
EX_protein_RSp1467_e_,RSp1467_e --> RSp1467_b
NTD6,damp_c + h2o_c --> dad_2_c + pi_c
RFAMPtex,rfamp_e <=> rfamp_p
NTD7,amp_c + h2o_c --> adn_c + pi_c
GSNt2pp,gsn_p + h_p <=> gsn_c + h_c
EX_protein_RSc1775_e_,RSc1775_e --> RSc1775_b
NTD8,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD1,dump_c + h2o_c --> duri_c + pi_c
NTD2,h2o_c + ump_c --> pi_c + uri_c
EX_cu_e_,cu_e <=> cu_b
NTD3,dcmp_c + h2o_c --> dcyt_c + pi_c
NTD4,cmp_c + h2o_c --> cytd_c + pi_c
EX_g3pe_e_,g3pe_e <=> g3pe_b
GLYCL_glu,gly_c + nad_c + thfglu_c <=> co2_c + mlthfglu_c + nadh_c + nh4_c
DBTSr,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c
EX_no2_e_,no2_e <=> no2_b
CD2tpc,cd2_p <=> cd2_c
TDSK,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c
TMDS,dump_c + mlthf_c --> dhf_c + dtmp_c
PROT_cp_PlcN_S,PlcN_c + 700.0 atp_c + 700.0 h2o_c --> PlcN_p + 700.0 adp_c + 700.0 h_c + 700.0 pi_c
EX_cu2_e_,cu2_e <=> cu2_b
EX_ttrcyc_e_,ttrcyc_e <=> ttrcyc_b
ALPATG160pp,alpp_p + pg160_p --> 2agpg160_p + lpp_p
COCHL,atp_c + cobalt2_c + h2o_c + hgbam_c --> adp_c + co2dam_c + 3.0 h_c + pi_c
2AGPG120tipp,2agpg120_p --> 2agpg120_c
EX_Fusar_e_,fusar_e <=> fusar_b
ARGN,arg_L_c + h2o_c --> orn_c + urea_c
ATPPRTr,atp_c + prpp_c <=> ppi_c + prbatp_c
MDDCP5pp,h2o_p + murein5p3p_p --> ala_D_p + murein4p3p_p
3HBCOAHL,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c
T6SS_E_RSc3430_S,RSc3430_c + 921.0 atp_c + 921.0 h2o_c --> RSc3430_e + 921.0 adp_c + 921.0 h_c + 921.0 pi_c
PROD2,fad_c + pro_L_c --> 1pyr5c_c + fadh2_c + h_c
AMPTASEMA,h2o_c + met_L_ala_L_c --> ala_L_c + met_L_c
AGM4PA,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
PNTOtex,pnto_R_e --> pnto_R_p
GLYALDDr,glyald_c + h2o_c + nad_c --> glyc_R_c + 2.0 h_c + nadh_c
MMM,succoa_c <=> mmcoa_S_c
GPDDA2pp,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
BETALDHx,betald_c + h2o_c + nad_c <=> glyb_c + 2.0 h_c + nadh_c
PTHPS,ahdt_c --> 6pthp_c + pppi_c
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c
T6SS_E_RSc3222_S,RSc3222_c + 547.0 atp_c + 547.0 h2o_c --> RSc3222_e + 547.0 adp_c + 547.0 h_c + 547.0 pi_c
